medication_id,location_id,risk_score,risk_level,predicted_stockout_date,days_to_stockout,primary_risk_factors,contributing_factors,mitigating_factors,confidence,recommended_review
MED013,LOC003,46.0,MEDIUM,2026-09-18,18.9,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (5d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED013,LOC004,47.0,MEDIUM,2026-09-15,15.1,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (5d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED013,LOC005,46.4,MEDIUM,2026-09-17,17.1,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (5d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED013,LOC006,11.2,LOW,2026-09-26,26.8,None,High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (5d),0.95,Inventory and supply chain parameters within normal operating thresholds. Maintain standard replenishment cycle.
MED013,LOC007,48.0,MEDIUM,2026-09-11,11.1,Active replenishment purchase order delayed by carrier/supplier,Accelerating utilization (+35.3% 7d vs 30d usage); High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (5d),0.95,Classify as emerging risk (+35.3% demand surge); dynamically adjust safety stock baseline upwards and trigger automated replenishment PO 5 days ahead of schedule.
MED014,LOC001,39.3,MEDIUM,2026-09-15,15.7,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (3d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED014,LOC002,50.1,MEDIUM,2026-09-16,16.5,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (3d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED014,LOC003,39.5,MEDIUM,2026-09-25,25.4,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (3d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED014,LOC004,46.8,MEDIUM,2026-09-14,14.5,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (3d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED014,LOC005,39.9,MEDIUM,2026-09-18,18.9,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (3d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED014,LOC006,50.0,MEDIUM,2026-09-11,11.8,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (3d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED014,LOC007,52.0,MEDIUM,2026-09-11,11.7,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (3d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED015,LOC001,49.7,MEDIUM,2026-09-12,12.9,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at Valley Regional Trauma Center (689 units, 24.5 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED015,LOC002,39.6,MEDIUM,2026-09-20,20.9,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at Valley Regional Trauma Center (689 units, 24.5 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED015,LOC003,39.3,MEDIUM,2026-09-15,15.9,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at Valley Regional Trauma Center (689 units, 24.5 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED015,LOC004,40.4,MEDIUM,2026-09-26,26.6,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at Valley Regional Trauma Center (689 units, 24.5 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED015,LOC005,39.6,MEDIUM,2026-09-18,18.1,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at Valley Regional Trauma Center (689 units, 24.5 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED015,LOC006,39.4,MEDIUM,2026-09-26,26.3,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (3d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED015,LOC007,50.5,MEDIUM,2026-09-11,11.9,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at Valley Regional Trauma Center (689 units, 24.5 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED016,LOC001,39.2,MEDIUM,2026-09-25,25.2,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at Metro Memorial Health - Main (2857 units, 25.3 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED016,LOC002,39.2,MEDIUM,2026-09-15,15.5,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at Metro Memorial Health - Main (2857 units, 25.3 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED016,LOC003,39.2,MEDIUM,2026-09-25,25.0,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (3d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED016,LOC004,15.0,LOW,2026-09-30,30.4,None,Moderate inventory buffer (9.7 days of supply); High-criticality life-saving clinical medication,"Confirmed inbound PO (370 units) arriving in 1d from reliable vendor (99%); Regional surplus available at Metro Memorial Health - Main (2857 units, 25.3 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,No escalation required; inbound shipment (370 units) confirmed on schedule arriving in 1d. Maintain standard monitoring.
MED016,LOC005,39.4,MEDIUM,2026-09-15,15.9,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at Metro Memorial Health - Main (2857 units, 25.3 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED016,LOC006,39.2,MEDIUM,2026-09-17,17.0,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at Metro Memorial Health - Main (2857 units, 25.3 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED016,LOC007,40.0,MEDIUM,2026-09-17,17.4,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at Metro Memorial Health - Main (2857 units, 25.3 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED017,LOC001,39.3,MEDIUM,2026-09-19,19.1,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at South Ambulatory & Surgical Center (162 units, 31.5 DOS); Alternate certified supplier available with normal lead time (5d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED017,LOC002,39.3,MEDIUM,2026-09-22,22.9,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at South Ambulatory & Surgical Center (162 units, 31.5 DOS); Alternate certified supplier available with normal lead time (5d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
